Ne,divergence,rep,D,ABBA,BABA,FST_AB,FST_BC
small,ancient,3,0.43640999490056104,35.21,13.814999999999998,0.7584388812805282,0.8698507065019573
small,ancient,4,-0.13978494623655918,10.8,14.310000000000002,0.7877126957595754,0.8663760322723368
small,ancient,5,-0.18664575397714545,22.6875,33.1,0.771482773316853,0.8824416851610383
small,ancient,6,0.2249803437043693,27.265,17.25,0.8022544087581824,0.8790675644297476
small,ancient,7,-0.4762096542201254,11.38,32.072500000000005,0.7744488566711639,0.8744330908030685
small,ancient,8,0.025914093006744805,18.0625,17.15,0.7897352289245227,0.8775205484425059
small,ancient,9,0.3911819887429644,14.829999999999998,6.489999999999999,0.7821224124302216,0.8795425512930352
small,ancient,10,-0.1750509857239974,24.27,34.57000000000001,0.7931841621641923,0.8862345507252772
small,ancient,11,-0.42531645569620247,11.350000000000001,28.15,0.7766577730342108,0.8728755719236204
small,ancient,12,-0.16909090909090913,18.28,25.720000000000002,0.7764122035794639,0.8712843883053085
small,ancient,13,-0.08912556053811659,16.25,19.43,0.798568640824355,0.8774902312130217
small,ancient,14,-0.5157894736842105,3.45,10.799999999999999,0.7705820043903545,0.867813068245779
small,ancient,15,-0.09122745578707765,25.95,31.160000000000004,0.7645467595493262,0.8737675944870937
small,ancient,16,0.10007109103834727,32.88249999999999,26.9,0.7917095299276596,0.8784567375971186
small,ancient,17,0.04573057380096655,21.095,19.250000000000004,0.7926443607883481,0.8716695434442018
small,ancient,18,0.18557287518489018,26.050000000000004,17.895000000000003,0.7734385364332114,0.8642683264089212
small,ancient,19,-0.23507291571127217,20.85,33.665000000000006,0.7877875548779508,0.8891929591280439
small,ancient,20,-0.30472103004291845,12.15,22.8,0.7432119061179532,0.8712809654748118
small,ancient,21,0.20043942874263448,30.05,20.015000000000004,0.7799612040976351,0.8752559977670313
small,ancient,22,0.010033444816053418,22.649999999999995,22.2,0.7908426510120897,0.8733928674621144
small,ancient,23,0.11052175243535488,27.217500000000005,21.799999999999997,0.7765130864586738,0.887689136198697
small,ancient,24,0.33288209015838643,24.615000000000002,12.319999999999999,0.7714526417699428,0.8716990328091688
small,ancient,25,0.15006951049974393,39.295,29.04,0.7899964083588775,0.8768086571149872
small,ancient,26,0.17112299465240643,21.900000000000002,15.5,0.7675859845197037,0.8710544512100761
small,ancient,27,-0.22648607975921753,20.56,32.6,0.7713590608586914,0.8725809149047062
small,ancient,28,0.11003585777854581,32.1175,25.75,0.7693266878089927,0.862643666276901
small,ancient,29,0.23192771084337346,20.45,12.75,0.7690101577634159,0.8712242757125782
large,recent,0,0.0017230029156145433,287.7841249999993,286.7941250000006,0.059321415159016476,0.08318415176507825
large,recent,1,0.00516682984938694,280.14087499999937,277.26087499999886,0.06363198332945885,0.09572429164486505
large,recent,2,0.008074814253404035,292.28599999999864,287.6034999999993,0.06008485562129823,0.0848453135662741
large,recent,3,-0.020919540425572977,287.5409999999997,299.82849999999826,0.06370279156592834,0.09038320748630685
large,recent,4,-0.004997652388701906,329.00274999999976,332.3077499999984,0.0668695654574354,0.09443069804521477
large,recent,5,0.006058233756868872,309.7105000000007,305.98050000000035,0.06465921132410166,0.08923905031206575
large,recent,6,0.020730252381489633,256.348875,245.9363750000004,0.06076635113347442,0.09450662483971717
large,recent,7,0.015743984418322938,281.6137499999986,272.8837499999996,0.0618074804483767,0.08563958455888476
large,recent,8,0.029748987143131584,278.4743749999998,262.3843749999996,0.06327584354660884,0.0922581650034269
large,recent,9,0.024013605378748405,274.5679999999996,261.69050000000004,0.06128703147188082,0.08808510829854559
large,recent,10,0.012431726835488755,274.756,268.00849999999934,0.06511550249881211,0.0980879303687219
large,recent,11,-0.0008375227552316353,287.8106250000002,288.29312499999946,0.058969616425874644,0.09008668696408026
large,recent,12,-0.03725681210374756,266.70862499999976,287.35112499999906,0.06065581255992788,0.09020100302027137
large,recent,13,0.007036818971741215,273.87612499999915,270.04862499999956,0.060855526458029975,0.09086645432594921
large,recent,14,-0.023795717093304386,302.81112499999904,317.57362499999937,0.0649807852039383,0.095516771366106
large,recent,15,0.05916115693497659,310.63912500000066,275.9366249999991,0.062428845063906696,0.0876912234739683
large,recent,16,0.03415736292623345,288.75987499999894,269.6848749999993,0.06073462359447453,0.08709124991247164
large,recent,17,-0.021033114653379495,291.1913749999992,303.70387500000004,0.06558358483721169,0.09635188924115934
large,recent,18,-0.020777929997045447,273.40124999999927,285.0037499999994,0.06692244295880609,0.08996670824667356
large,recent,19,-0.02651436505228452,267.8388750000004,282.42887499999966,0.0626878110913917,0.09114827778323271
large,recent,20,-0.03428913256193026,286.9534999999991,307.3309999999995,0.06130199202282064,0.09101810854034337
large,recent,21,0.00489960365241683,289.7011249999993,286.87612499999886,0.06080503832208209,0.0914457618690988
large,recent,22,0.013743460090502807,306.9416249999995,298.61912499999954,0.06582003271729985,0.0911036835524705
large,recent,23,0.028464397515799888,280.65224999999964,265.1172500000003,0.07045009049876534,0.09742374083922115
large,recent,24,-0.0008752836132397325,292.5059999999991,293.0184999999995,0.06368705208010468,0.08758756676396186
large,recent,25,-0.017368294823508896,279.62775000000005,289.5127499999993,0.06522888374352676,0.09573788101680518
large,recent,26,-0.0032436894178516492,279.2506249999998,281.06812499999864,0.059939644355055985,0.08988708083649853
large,recent,27,0.022333712506737043,266.81312500000064,255.15562499999973,0.06331527979301198,0.09309355341831867
large,recent,28,0.008515939720977894,291.62612500000057,286.70112500000164,0.06271317182849319,0.09653144032604082
large,recent,29,0.020551944507485903,281.618375,270.2758749999995,0.05816173511537736,0.08812744830897826
large,intermediate,0,-0.011131448854477689,228.8626249999998,234.01512500000052,0.1389851287620084,0.20104598812848098
large,intermediate,1,0.022048777212683297,190.28312500000015,182.07312499999995,0.12866538117343412,0.19210368279798923
large,intermediate,2,-0.057161455061204555,192.28237499999975,215.59737500000008,0.13295553450298778,0.1945871084954632
large,intermediate,3,-0.0020415290667514054,194.30949999999973,195.10449999999966,0.1311495391691363,0.19913724935119978
large,intermediate,4,0.0065524752894997,201.8105,199.183,0.13023347605179827,0.19089410726224737
large,intermediate,5,0.016655409554219135,198.68699999999998,192.17699999999968,0.1323754649102889,0.20159497758577083
large,intermediate,6,0.0033546661616389514,217.21574999999999,215.76324999999972,0.1421439297133199,0.20422481329205253
large,intermediate,7,-0.014175681930120048,199.1547499999998,204.88224999999971,0.1364105100670239,0.19429805604607828
large,intermediate,8,0.10950632507480497,221.2298750000003,177.55987500000006,0.12869937558321942,0.1854970139937249
large,intermediate,9,0.02799659382861859,211.8665000000001,200.3265000000003,0.13573571333535406,0.19614709094308944
large,intermediate,10,0.06619851929382269,202.71512500000014,177.54262499999956,0.12948611278166808,0.19118290779520916
large,intermediate,11,-0.0004741459874883932,181.81974999999997,181.9922500000001,0.1303777628124206,0.19955153441010834
large,intermediate,12,0.025825045273179977,222.19549999999958,211.00799999999958,0.1408512756918428,0.2019507049561792
large,intermediate,13,0.07192784470164236,229.7456250000002,198.91312500000004,0.13874230847071378,0.20355282800693092
large,intermediate,14,0.03380359073216885,217.32800000000032,203.11549999999968,0.12742865173254994,0.1894584146911593
large,intermediate,15,0.01678943313800165,190.38949999999974,184.1019999999998,0.12911377971654883,0.1890065323792889
large,intermediate,16,-0.08680288028332618,174.82200000000032,208.057,0.1353300285151176,0.20116827234878396
large,intermediate,17,-0.026284712184107228,178.5102499999998,188.14775000000017,0.13122932941869003,0.20230421062928308
large,intermediate,18,-0.030508762625303106,206.79187499999927,219.80687500000028,0.13659363146623568,0.20127024483168682
large,intermediate,19,0.06977927076721346,220.57337499999966,191.79837500000002,0.1357626543377297,0.19385371418330075
large,intermediate,20,-0.006275270986271235,195.56925000000027,198.03925,0.12963946124757514,0.2022008752574797
large,intermediate,21,0.01798439906138851,217.07537500000024,209.40537499999996,0.13655045533720653,0.19870630232287653
large,intermediate,22,-0.008358106491206033,177.6698750000002,180.66487499999988,0.13039504346076067,0.1943810979907
large,intermediate,23,0.0015374672962447276,192.16899999999953,191.5790000000002,0.12419910643306295,0.1990930716805086
large,intermediate,24,-0.07356788048009186,143.21262499999958,165.95762499999964,0.13748364999044804,0.21101829027202948
large,intermediate,25,-0.0321601230258603,214.61074999999946,228.87325000000007,0.14690419720260658,0.2113781390823321
large,intermediate,26,0.03483910017631895,216.27775,201.7152499999999,0.14287222391398105,0.2011535158118942
large,intermediate,27,-0.04451563211147431,204.68624999999946,223.75875000000005,0.13345116197131415,0.1968188818700581
large,intermediate,28,0.0794619197484116,234.43700000000004,199.92199999999974,0.13548717760355777,0.19670426836360408
large,intermediate,29,0.019269054173756975,213.30587499999984,205.24087499999993,0.1407078287656318,0.20425196214888955
large,ancient,0,0.12900752972565732,85.05349999999999,65.61600000000006,0.30502512999411924,0.44085762809559687
large,ancient,1,0.03352884374664689,101.14474999999999,94.58225000000003,0.3101575380552182,0.4498504747598345
large,ancient,2,-0.010761043073431838,76.07025000000004,77.72525000000003,0.3063185499311193,0.4455047490157858
large,ancient,3,0.015327548832566455,85.94900000000001,83.35400000000001,0.3038161241724396,0.434880438520586
large,ancient,4,0.0433069296782016,91.60599999999995,84.001,0.30463965220030303,0.4481910440366818
large,ancient,5,0.04261820991810046,89.04949999999998,81.76949999999998,0.2986342644297065,0.45541492865225125
large,ancient,6,-0.04383199891261426,92.32937500000001,100.794375,0.31357911124906185,0.4427606324438876
large,ancient,7,0.004839994588826734,83.56375000000008,82.75874999999995,0.30232261053670667,0.448191745202826
large,ancient,8,-0.08816389175814221,78.12474999999999,93.23224999999996,0.3095098751630573,0.44871831487548797
large,ancient,9,0.14331215345324835,88.304,66.1665,0.2997537618248718,0.42809313353880063
large,ancient,10,-0.008739910544445104,77.124,78.48400000000001,0.3131307842936637,0.4430131620705689
large,ancient,11,0.060404883480076506,95.477,84.5995,0.2968489200374921,0.45089710647896736
large,ancient,12,0.06326642506586103,99.38750000000005,87.55999999999999,0.31025720488907027,0.43764320827336145
large,ancient,13,0.10571962742611475,65.72162500000002,53.15412500000005,0.2971592439529645,0.441545024664915
large,ancient,14,-0.015206821819453332,81.67849999999996,84.20099999999996,0.3028137355136581,0.43723791256840866
large,ancient,15,0.019109298142971305,94.06174999999999,90.53425000000006,0.3098444934600042,0.4476490360827315
large,ancient,16,0.05505395287381617,95.82000000000001,85.82000000000004,0.3113350402495528,0.44486040769704105
large,ancient,17,0.010791533509332,81.83999999999989,80.09249999999999,0.3100568456914188,0.4511789383363611
large,ancient,18,0.07174414084954271,97.884,84.77899999999998,0.2943834550466749,0.4454565733263547
large,ancient,19,-0.13648948685968,61.011874999999996,80.29937499999994,0.2930624404989508,0.43106162113648805
large,ancient,20,0.0073882011821120724,81.29925,80.10675000000002,0.2990542634741512,0.43996631660963814
large,ancient,21,0.1408113188236851,114.25425000000001,86.04925,0.31566526978716697,0.4374979417637289
large,ancient,22,-0.17427076988523768,64.05450000000002,91.09200000000006,0.29609990309772155,0.4425312740275895
large,ancient,23,0.013221283238238506,75.29450000000001,73.32950000000005,0.2984654933980377,0.4418374556729995
large,ancient,24,0.06631405380001469,100.39800000000005,87.91049999999998,0.3109406761469433,0.43972467962353995
large,ancient,25,0.03610629693818667,66.35950000000007,61.73449999999998,0.30561522427380705,0.44870049739246587
large,ancient,26,-0.08809859130915135,66.85400000000004,79.77150000000002,0.31603424781784134,0.44693693388049
large,ancient,27,0.009000370869553548,83.6595,82.16699999999997,0.30163842222390774,0.4386598029151585
large,ancient,28,0.06483116726290188,88.18,77.44250000000004,0.29516777505687297,0.43888259604795704
large,ancient,29,0.038022196102982624,87.87324999999996,81.43575000000007,0.2970781534600037,0.43450054965700513
